id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist,geometry,flag
8411,2022-08-01 10:44:44,2022-08-01 10:44:47,2022-08-01 10:44:44,2022-08-01 06:50:11,113.993835,22.604748999999998,22,153,51260.5,1,0,5,284,POINT (113.993835 22.604749),1_5
18447,2022-08-01 10:44:43,2022-08-01 10:44:47,2022-08-01 10:44:43,2022-07-30 11:42:10,113.998847,22.60781,19,3,42169.7,2,1,12,351,POINT (113.998847 22.60781),2_12
8371,2022-08-01 10:42:16,2022-08-01 10:44:48,2022-08-01 10:44:46,2022-08-01 06:55:55,113.99149299999999,22.599569,0,87,74790.1,2,0,1,524,POINT (113.991493 22.599569),2_1
8371,2022-08-01 10:42:16,2022-08-01 10:44:48,2022-08-01 10:44:46,2022-08-01 06:55:55,113.99149299999999,22.599569,0,87,74790.1,2,0,1,524,POINT (113.991493 22.599569),2_1
8371,2022-08-01 10:42:16,2022-08-01 10:44:48,2022-08-01 10:44:46,2022-08-01 06:55:55,113.99149299999999,22.599569,0,87,74790.1,2,0,1,524,POINT (113.991493 22.599569),2_1
8330,2022-08-01 10:44:50,2022-08-01 10:44:51,2022-08-01 10:44:50,2022-08-01 06:51:48,113.991722,22.601367,19,321,70677.0,1,1,13,158,POINT (113.991722 22.601367),1_13
8411,2022-08-01 10:44:49,2022-08-01 10:44:52,2022-08-01 10:44:49,2022-08-01 06:50:11,113.993972,22.604492,21,154,51260.5,1,1,5,253,POINT (113.993972 22.604492),1_5
8411,2022-08-01 10:44:49,2022-08-01 10:44:52,2022-08-01 10:44:49,2022-08-01 06:50:11,113.993972,22.604492,21,154,51260.5,1,1,5,253,POINT (113.993972 22.604492),1_5
18447,2022-08-01 10:44:51,2022-08-01 10:44:54,2022-08-01 10:44:51,2022-07-30 11:42:10,113.998847,22.608207,16,331,42169.8,2,1,12,310,POINT (113.998847 22.608207),2_12
18447,2022-08-01 10:44:53,2022-08-01 10:44:56,2022-08-01 10:44:53,2022-07-30 11:42:10,113.99880900000001,22.608272,15,325,42169.8,2,1,12,301,POINT (113.998809 22.608272),2_12
8421,2022-08-01 10:41:56,2022-08-01 10:44:57,2022-08-01 10:44:58,2022-08-01 07:19:03,113.997543,22.610597,0,291,65969.7,1,0,1,520,POINT (113.997543 22.610597),1_1
8335,2022-08-01 10:39:58,2022-08-01 10:44:57,2022-08-01 10:44:57,2022-08-01 10:19:13,113.998153,22.603368,0,45,65926.9,2,1,1,868,POINT (113.998153 22.603368),2_1
8335,2022-08-01 10:39:58,2022-08-01 10:44:57,2022-08-01 10:44:57,2022-08-01 10:19:13,113.998153,22.603368,0,45,65926.9,2,1,1,868,POINT (113.998153 22.603368),2_1
8421,2022-08-01 10:41:56,2022-08-01 10:44:57,2022-08-01 10:44:58,2022-08-01 07:19:03,113.997543,22.610597,0,291,65969.7,1,0,1,520,POINT (113.997543 22.610597),1_1
8330,2022-08-01 10:44:59,2022-08-01 10:45:00,2022-08-01 10:44:59,2022-08-01 06:51:48,113.991577,22.601667000000003,16,38,70677.0,1,1,13,126,POINT (113.991577 22.601667),1_13
8330,2022-08-01 10:44:59,2022-08-01 10:45:00,2022-08-01 10:44:59,2022-08-01 06:51:48,113.991577,22.601667000000003,16,38,70677.0,1,1,13,126,POINT (113.991577 22.601667),1_13
8330,2022-08-01 10:44:59,2022-08-01 10:45:00,2022-08-01 10:44:59,2022-08-01 06:51:48,113.991577,22.601667000000003,16,38,70677.0,1,1,13,126,POINT (113.991577 22.601667),1_13
18447,2022-08-01 10:44:59,2022-08-01 10:45:03,2022-08-01 10:44:59,2022-07-30 11:42:10,113.998649,22.608518,21,332,42169.8,2,1,12,268,POINT (113.998649 22.608518),2_12
8371,2022-08-01 10:42:16,2022-08-01 10:45:03,2022-08-01 10:45:01,2022-08-01 06:55:55,113.99149299999999,22.599567,0,87,74790.1,2,0,1,524,POINT (113.991493 22.599567),2_1
18447,2022-08-01 10:44:59,2022-08-01 10:45:03,2022-08-01 10:44:59,2022-07-30 11:42:10,113.998649,22.608518,21,332,42169.8,2,1,12,268,POINT (113.998649 22.608518),2_12
8411,2022-08-01 10:44:49,2022-08-01 10:45:06,2022-08-01 10:45:03,2022-08-01 06:50:11,113.99401,22.604398,0,146,51260.6,1,1,5,242,POINT (113.99401 22.604398),1_5
8371,2022-08-01 10:45:06,2022-08-01 10:45:08,2022-08-01 10:45:06,2022-08-01 06:55:55,113.99148500000001,22.599576000000003,4,327,74790.1,2,0,1,520,POINT (113.991485 22.599576),2_1
8411,2022-08-01 10:45:07,2022-08-01 10:45:11,2022-08-01 10:45:07,2022-08-01 06:50:11,113.99408700000001,22.604309,14,137,51260.6,1,1,5,229,POINT (113.994087 22.604309),1_5
8421,2022-08-01 10:45:12,2022-08-01 10:45:11,2022-08-01 10:45:12,2022-08-01 07:19:03,113.99758100000001,22.610605,5,94,65969.7,1,0,1,521,POINT (113.997581 22.610605),1_1
18447,2022-08-01 10:45:14,2022-08-01 10:45:17,2022-08-01 10:45:14,2022-07-30 11:42:10,113.998329,22.609342,22,341,42169.9,2,1,12,169,POINT (113.998329 22.609342),2_12
8330,2022-08-01 10:45:16,2022-08-01 10:45:17,2022-08-01 10:45:16,2022-08-01 06:51:48,113.99195,22.602403,17,24,70677.1,1,1,13,150,POINT (113.99195 22.602403),1_13
8371,2022-08-01 10:45:15,2022-08-01 10:45:17,2022-08-01 10:45:15,2022-08-01 06:55:55,113.99155400000001,22.599676000000002,11,63,74790.1,2,0,1,505,POINT (113.991554 22.599676),2_1
8411,2022-08-01 10:45:15,2022-08-01 10:45:18,2022-08-01 10:45:15,2022-08-01 06:50:11,113.994422,22.604015,19,135,51260.6,1,1,5,181,POINT (113.994422 22.604015),1_5
8411,2022-08-01 10:45:15,2022-08-01 10:45:18,2022-08-01 10:45:15,2022-08-01 06:50:11,113.994422,22.604015,19,135,51260.6,1,1,5,181,POINT (113.994422 22.604015),1_5
8421,2022-08-01 10:45:19,2022-08-01 10:45:18,2022-08-01 10:45:19,2022-08-01 07:19:03,113.99773400000001,22.610403,18,157,65969.7,1,0,1,495,POINT (113.997734 22.610403),1_1
8411,2022-08-01 10:45:15,2022-08-01 10:45:18,2022-08-01 10:45:15,2022-08-01 06:50:11,113.994422,22.604015,19,135,51260.6,1,1,5,181,POINT (113.994422 22.604015),1_5
8330,2022-08-01 10:45:16,2022-08-01 10:45:21,2022-08-01 10:45:16,2022-08-01 06:51:48,113.99195,22.602403,17,24,70677.1,1,1,13,150,POINT (113.99195 22.602403),1_13
18447,2022-08-01 10:45:20,2022-08-01 10:45:23,2022-08-01 10:45:20,2022-07-30 11:42:10,113.998199,22.609661,20,336,42169.9,2,1,12,131,POINT (113.998199 22.609661),2_12
18447,2022-08-01 10:45:20,2022-08-01 10:45:23,2022-08-01 10:45:20,2022-07-30 11:42:10,113.998199,22.609661,20,336,42169.9,2,1,12,131,POINT (113.998199 22.609661),2_12
8371,2022-08-01 10:45:22,2022-08-01 10:45:24,2022-08-01 10:45:22,2022-08-01 06:55:55,113.991752,22.599864,17,28,74790.2,2,1,1,481,POINT (113.991752 22.599864),2_1
8421,2022-08-01 10:45:24,2022-08-01 10:45:24,2022-08-01 10:45:24,2022-08-01 07:19:03,113.99784,22.61017,20,150,65969.7,1,1,1,467,POINT (113.99784 22.61017),1_1
8330,2022-08-01 10:45:16,2022-08-01 10:45:26,2022-08-01 10:45:16,2022-08-01 06:51:48,113.99195,22.602403,17,24,70677.1,1,1,13,150,POINT (113.99195 22.602403),1_13
8371,2022-08-01 10:45:26,2022-08-01 10:45:28,2022-08-01 10:45:26,2022-08-01 06:55:55,113.991867,22.60003,20,25,74790.2,2,1,1,468,POINT (113.991867 22.60003),2_1
8371,2022-08-01 10:45:26,2022-08-01 10:45:28,2022-08-01 10:45:26,2022-08-01 06:55:55,113.991867,22.60003,20,25,74790.2,2,1,1,468,POINT (113.991867 22.60003),2_1
8421,2022-08-01 10:45:31,2022-08-01 10:45:31,2022-08-01 10:45:31,2022-08-01 07:19:03,113.99805400000001,22.609867,19,146,65969.8,1,1,1,430,POINT (113.998054 22.609867),1_1
8411,2022-08-01 10:45:29,2022-08-01 10:45:32,2022-08-01 10:45:29,2022-08-01 06:50:11,113.99493400000001,22.603475,23,138,51260.7,1,1,5,99,POINT (113.994934 22.603475),1_5
8421,2022-08-01 10:45:35,2022-08-01 10:45:35,2022-08-01 10:45:35,2022-08-01 07:19:03,113.99813,22.609704,15,161,65969.8,1,1,1,412,POINT (113.99813 22.609704),1_1
8330,2022-08-01 10:45:31,2022-08-01 10:45:36,2022-08-01 10:45:31,2022-08-01 06:51:48,113.99216399999999,22.602834,15,324,70677.2,1,1,13,185,POINT (113.992164 22.602834),1_13
