id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist,route_code
8345,2022-08-02 15:08:59,2022-08-02 15:09:02,2022-08-02 15:08:59,2022-08-02 06:48:47,113.997787,22.603313,19,247,54609.7,2,1,8,187,201
8371,2022-08-02 15:04:57,2022-08-02 15:09:00,2022-08-02 15:08:57,2022-08-02 13:47:56,113.997528,22.610565,0,60,74917.4,1,0,1,519,202
8470,2022-08-02 15:08:55,2022-08-02 15:08:58,2022-08-02 15:08:55,2022-08-02 14:49:09,113.998939,22.599639,21,235,61939.1,1,1,9,664,201
18447,2022-08-02 15:08:44,2022-08-02 15:09:01,2022-08-02 15:08:58,2022-08-02 07:24:20,113.99147,22.599628,0,35,42286.5,2,0,1,522,202
