id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8267,2022-08-01 15:05:13,2022-08-01 15:07:07,2022-08-01 15:07:07,2022-08-01 13:20:02,113.997398,22.610778,0,32,75329.2,1,0,1,0
8345,2022-08-01 15:07:17,2022-08-01 15:07:18,2022-08-01 15:07:17,2022-08-01 06:33:33,113.999649,22.600084,20,301,54526.4,2,0,6,237
8371,2022-08-01 15:04:40,2022-08-01 15:07:13,2022-08-01 15:07:10,2022-08-01 13:48:14,113.997573,22.61058,0,62,74811.6,1,0,1,520
8470,2022-08-01 15:07:19,2022-08-01 15:07:19,2022-08-01 15:07:19,2022-08-01 11:30:53,113.996116,22.60293,6,76,61854.3,1,1,6,166
18447,2022-08-01 15:07:13,2022-08-01 15:07:16,2022-08-01 15:07:13,2022-08-01 12:17:12,113.991249,22.601985,18,134,42193.6,2,0,1,0
