id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist,route_code
8267,2022-08-02 14:27:07,2022-08-02 14:27:14,2022-08-02 14:27:07,2022-08-02 13:27:52,113.996376,22.602935,23,269,75417.6,1,1,7,239,201
8330,2022-08-02 14:27:17,2022-08-02 14:27:20,2022-08-02 14:27:17,2022-08-02 11:58:18,113.998153,22.602273,23,160,70790.7,1,0,8,237,201
8345,2022-08-02 14:27:13,2022-08-02 14:27:13,2022-08-02 14:27:13,2022-08-02 06:48:47,113.995788,22.596426,20,29,54599.8,2,1,5,565,201
8421,2022-08-02 14:27:11,2022-08-02 14:27:14,2022-08-02 14:27:11,2022-08-02 14:24:29,113.998535,22.606355,20,205,66058.5,1,0,2,166,202
8458,2022-08-02 14:22:57,2022-08-02 14:27:15,2022-08-02 14:27:11,2022-08-02 12:49:46,113.99736,22.610589,0,145,66283.9,1,0,1,531,202
18447,2022-08-02 14:27:18,2022-08-02 14:27:21,2022-08-02 14:27:18,2022-08-02 07:24:20,113.99298,22.603403,18,72,42280.1,2,1,1,318,202
