id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 08:58:49,2022-08-01 09:00:33,2022-08-01 09:00:34,2022-08-01 08:27:32,113.997489,22.610557,0,54,66233.9,1,0,1,526
8330,2022-08-01 09:00:31,2022-08-01 09:00:31,2022-08-01 09:00:31,2022-08-01 06:51:48,113.991722,22.599805,17,217,70657.9,1,1,5,490
8335,2022-08-01 09:00:28,2022-08-01 09:00:28,2022-08-01 09:00:28,2022-08-01 07:58:08,113.998733,22.599557,17,233,65919.4,1,1,2,784
8345,2022-08-01 09:00:29,2022-08-01 09:00:28,2022-08-01 09:00:29,2022-08-01 06:33:33,113.99784,22.61021,21,153,54478.9,1,1,1,484
8365,2022-08-01 09:00:09,2022-08-01 09:00:24,2022-08-01 09:00:24,2022-08-01 06:58:33,113.996185,22.602975,0,276,59553.4,2,0,9,310
8371,2022-08-01 09:00:19,2022-08-01 09:00:22,2022-08-01 09:00:19,2022-08-01 06:55:55,113.991958,22.602334,21,25,74770.9,1,1,13,150
8411,2022-08-01 09:00:31,2022-08-01 09:00:34,2022-08-01 09:00:31,2022-08-01 06:50:11,113.995353,22.595981,21,53,51240.4,2,1,5,633
8421,2022-08-01 09:00:31,2022-08-01 09:00:31,2022-08-01 09:00:31,2022-08-01 07:19:03,113.995536,22.606349,20,83,65952.2,2,0,4,310
8458,2022-08-01 09:00:14,2022-08-01 09:00:33,2022-08-01 09:00:30,2022-08-01 06:50:50,113.995208,22.606452,0,187,66158.8,1,0,4,222
8470,2022-08-01 09:00:33,2022-08-01 09:00:33,2022-08-01 09:00:33,2022-08-01 06:34:14,113.998855,22.608299,18,325,61827.8,2,1,12,300
18447,2022-08-01 09:00:21,2022-08-01 09:00:25,2022-08-01 09:00:21,2022-07-30 11:42:10,113.997901,22.598854,26,218,42146.3,1,1,9,523
