id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,it,route_dir,route_flag,route_sn,route_dist,route_code
8345,2022-08-02 15:10:36,2022-08-02 15:10:39,2022-08-02 15:10:36,2022-08-02 06:48:47,113.993843,22.604887,18,341,54610.2,0,2,0,10,260,201
8371,2022-08-02 15:10:35,2022-08-02 15:10:38,2022-08-02 15:10:35,2022-08-02 13:47:56,113.998283,22.60951,20,159,74917.5,0,1,1,1,389,202
8470,2022-08-02 15:10:34,2022-08-02 15:10:37,2022-08-02 15:10:34,2022-08-02 14:49:09,113.995025,22.595802,18,247,61939.7,0,1,0,10,270,201
18447,2022-08-02 15:10:36,2022-08-02 15:10:39,2022-08-02 15:10:36,2022-08-02 07:24:20,113.991798,22.600038,18,28,42286.6,0,2,1,1,464,202
