id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist,route_code
8330,2022-08-02 14:16:37,2022-08-02 14:17:40,2022-08-02 14:17:37,2022-08-02 11:58:18,113.997505,22.610607,0,123,70788.8,1,0,1,534,201
8335,2022-08-02 14:17:42,2022-08-02 14:17:42,2022-08-02 14:17:42,2022-08-02 11:15:47,113.997642,22.604696,7,195,66075.8,1,1,2,187,202
8345,2022-08-02 14:16:28,2022-08-02 14:17:43,2022-08-02 14:17:43,2022-08-02 06:48:47,113.990699,22.603342,0,266,54598.2,1,1,13,140,201
8371,2022-08-02 14:17:42,2022-08-02 14:17:45,2022-08-02 14:17:42,2022-08-02 13:47:56,113.998245,22.605857,11,99,74907.8,2,0,12,550,201
8458,2022-08-02 14:17:40,2022-08-02 14:17:43,2022-08-02 14:17:40,2022-08-02 12:49:46,113.993942,22.603708,19,31,66282.5,2,1,1,418,202
8471,2022-08-02 14:17:44,2022-08-02 14:17:47,2022-08-02 14:17:44,2022-08-02 11:43:57,113.998031,22.603219,22,337,71643.1,2,0,8,210,201
18447,2022-08-02 14:17:37,2022-08-02 14:17:40,2022-08-02 14:17:37,2022-08-02 07:24:20,113.991462,22.599554,8,247,42279.6,1,1,5,507,202
