id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8330,2022-08-01 08:20:07,2022-08-01 08:20:07,2022-08-01 08:20:07,2022-08-01 06:51:48,113.996345,22.596961,18,39,70653.0,2,1,5,481
8335,2022-08-01 08:20:03,2022-08-01 08:20:02,2022-08-01 08:20:03,2022-08-01 07:58:08,113.996597,22.597282,18,220,65913.6,1,1,9,298
8345,2022-08-01 08:17:05,2022-08-01 08:20:04,2022-08-01 08:20:05,2022-08-01 06:33:33,113.990638,22.603296,0,266,54474.4,1,1,13,116
8371,2022-08-01 08:20:00,2022-08-01 08:20:00,2022-08-01 08:20:00,2022-08-01 06:55:55,113.991294,22.603403,21,259,74762.3,2,0,1,0
8411,2022-08-01 08:20:06,2022-08-01 08:20:06,2022-08-01 08:20:06,2022-08-01 06:50:11,113.994232,22.604244,16,318,51233.1,2,0,10,281
8421,2022-08-01 08:19:32,2022-08-01 08:20:02,2022-08-01 08:20:02,2022-08-01 07:19:03,113.997489,22.610565,0,55,65945.0,1,0,1,0
8447,2022-08-01 08:18:52,2022-08-01 08:20:07,2022-08-01 08:20:07,2022-08-01 07:53:30,113.997489,22.610654,0,119,78070.5,1,0,1,540
8458,2022-08-01 08:20:03,2022-08-01 08:20:05,2022-08-01 08:20:03,2022-08-01 06:50:50,113.994087,22.604372,5,144,66150.2,1,1,5,234
8470,2022-08-01 08:19:57,2022-08-01 08:19:57,2022-08-01 08:19:57,2022-08-01 06:34:14,113.997871,22.6102,23,334,61819.2,2,0,13,0
18447,2022-08-01 08:17:21,2022-08-01 08:18:50,2022-08-01 08:18:06,2022-07-30 11:42:10,113.991523,22.599563,0,73,42137.7,2,0,1,524
