id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,it,route_dir,route_flag,route_sn,route_dist,route_code
8345,2022-08-02 15:11:02,2022-08-02 15:11:05,2022-08-02 15:11:02,2022-08-02 06:48:47,113.993598,22.605407,15,7,54610.3,0,2,1,10,248,201
8371,2022-08-02 15:11:01,2022-08-02 15:11:04,2022-08-02 15:11:01,2022-08-02 13:47:56,113.998908,22.60818,11,174,74917.7,0,1,1,1,245,202
8470,2022-08-02 15:10:49,2022-08-02 15:10:52,2022-08-02 15:10:49,2022-08-02 14:49:09,113.994636,22.595748,6,327,61939.8,0,1,0,10,265,201
18447,2022-08-02 15:10:54,2022-08-02 15:10:57,2022-08-02 15:10:54,2022-08-02 07:24:20,113.991996,22.600843,22,349,42286.7,0,2,1,1,393,202
