id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8330,2022-08-01 08:22:59,2022-08-01 08:22:59,2022-08-01 08:22:59,2022-08-01 06:51:48,113.998069,22.602895,22,357,70653.8,2,0,8,211
8335,2022-08-01 08:23:01,2022-08-01 08:23:01,2022-08-01 08:23:01,2022-08-01 07:58:08,113.990959,22.596984,22,255,65914.3,1,1,11,104
8345,2022-08-01 08:23:01,2022-08-01 08:23:00,2022-08-01 08:23:01,2022-08-01 06:33:33,113.990341,22.597753,19,182,54475.2,1,0,12,192
8371,2022-08-01 08:20:00,2022-08-01 08:23:00,2022-08-01 08:23:00,2022-08-01 06:55:55,113.990676,22.603353,0,272,74762.3,2,0,1,0
8411,2022-08-01 08:22:59,2022-08-01 08:23:00,2022-08-01 08:22:59,2022-08-01 06:50:11,113.998672,22.606447,23,25,51233.9,2,1,12,492
8421,2022-08-01 08:19:32,2022-08-01 08:23:02,2022-08-01 08:23:02,2022-08-01 07:19:03,113.997505,22.610576,0,55,65945.0,1,0,1,0
8447,2022-08-01 08:22:51,2022-08-01 08:22:57,2022-08-01 08:22:57,2022-08-01 07:53:30,113.998268,22.606008,0,267,78071.1,1,0,2,135
8458,2022-08-01 08:23:03,2022-08-01 08:23:03,2022-08-01 08:23:03,2022-08-01 06:50:50,113.999565,22.599954,10,223,66151.1,1,0,9,737
8470,2022-08-01 08:20:28,2022-08-01 08:22:58,2022-08-01 08:22:58,2022-08-01 06:34:14,113.997406,22.61054,0,101,61819.3,1,0,1,529
18447,2022-08-01 08:22:56,2022-08-01 08:22:59,2022-08-01 08:22:56,2022-07-30 11:42:10,113.99205,22.600383,18,7,42137.8,2,1,1,440
