id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 11:52:58,2022-08-01 11:52:59,2022-08-01 11:52:58,2022-08-01 11:23:38,113.997138,22.606126,23,293,66248.3,1,0,3,203
8335,2022-08-01 11:53:02,2022-08-01 11:53:02,2022-08-01 11:53:02,2022-08-01 10:19:13,113.997398,22.610488,10,79,65932.1,1,0,1,510
8411,2022-08-01 11:52:59,2022-08-01 11:53:03,2022-08-01 11:52:59,2022-08-01 06:50:11,113.998657,22.606527,27,17,51276.4,2,1,12,483
8447,2022-08-01 11:52:57,2022-08-01 11:52:57,2022-08-01 11:52:57,2022-08-01 11:23:28,113.998832,22.600711,19,151,78091.1,1,1,8,108
8458,2022-08-01 11:51:16,2022-08-01 11:53:04,2022-08-01 11:53:01,2022-08-01 06:50:50,113.991729,22.603284,0,310,66174.0,1,1,13,182
8471,2022-08-01 11:52:51,2022-08-01 11:52:53,2022-08-01 11:52:51,2022-08-01 11:39:31,113.990379,22.59711,19,141,71527.1,1,1,12,261
