id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 12:30:08,2022-08-01 12:30:08,2022-08-01 12:30:08,2022-08-01 11:23:38,113.997833,22.603309,9,255,66254.6,2,1,8,192
8330,2022-08-01 12:30:07,2022-08-01 12:30:10,2022-08-01 12:30:07,2022-08-01 06:51:48,113.994079,22.604019,19,207,70687.2,1,1,5,444
8335,2022-08-01 12:30:11,2022-08-01 12:30:11,2022-08-01 12:30:11,2022-08-01 10:19:13,113.996726,22.597312,24,217,65938.9,1,1,9,311
8365,2022-08-01 12:29:57,2022-08-01 12:29:58,2022-08-01 12:29:57,2022-08-01 06:58:33,113.990135,22.60325,13,166,59570.2,1,1,13,125
8447,2022-08-01 12:27:14,2022-08-01 12:30:00,2022-08-01 12:29:58,2022-08-01 11:23:28,113.997505,22.610559,0,64,78097.9,1,0,1,530
8470,2022-08-01 12:30:00,2022-08-01 12:29:59,2022-08-01 12:30:00,2022-08-01 11:30:53,113.994979,22.60625,22,67,61844.4,2,1,1,602
