id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8330,2022-08-01 14:24:46,2022-08-01 14:24:50,2022-08-01 14:24:46,2022-08-01 06:51:48,113.993888,22.604703,24,153,70701.3,1,0,5,277
8345,2022-08-01 14:24:50,2022-08-01 14:24:50,2022-08-01 14:24:50,2022-08-01 06:33:33,113.992996,22.5965,21,133,54516.6,1,1,12,380
8458,2022-08-01 14:22:03,2022-08-01 14:24:51,2022-08-01 14:24:48,2022-08-01 06:50:50,113.997528,22.61054,0,65,66191.0,1,0,1,517
8471,2022-08-01 14:24:42,2022-08-01 14:24:45,2022-08-01 14:24:42,2022-08-01 12:39:44,113.998268,22.603342,11,98,71547.2,2,0,8,236
