id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8330,2022-08-01 09:05:37,2022-08-01 09:05:52,2022-08-01 09:05:52,2022-08-01 06:51:48,113.993743,22.60498,0,332,70658.7,2,1,1,422
8335,2022-08-01 09:02:47,2022-08-01 09:05:47,2022-08-01 09:05:47,2022-08-01 07:58:08,113.994514,22.595718,0,9,65920.1,1,1,2,1224
8345,2022-08-01 09:05:56,2022-08-01 09:05:55,2022-08-01 09:05:56,2022-08-01 06:33:33,113.996025,22.60292,16,89,54480.4,1,1,6,177
8365,2022-08-01 09:05:54,2022-08-01 09:05:54,2022-08-01 09:05:54,2022-08-01 06:58:33,113.997352,22.610801,10,344,59555.0,2,0,13,0
8371,2022-08-01 09:05:49,2022-08-01 09:05:53,2022-08-01 09:05:49,2022-08-01 06:55:55,113.991699,22.601497,24,137,74771.5,2,1,1,239
8411,2022-08-01 09:05:40,2022-08-01 09:05:43,2022-08-01 09:05:40,2022-08-01 06:50:11,113.994239,22.604265,20,317,51241.9,2,0,10,281
8421,2022-08-01 09:03:41,2022-08-01 09:05:56,2022-08-01 09:05:56,2022-08-01 07:19:03,113.997314,22.61066,0,209,65953.1,1,0,1,526
8447,2022-08-01 09:04:52,2022-08-01 09:05:51,2022-08-01 09:05:52,2022-08-01 09:01:42,113.991668,22.603492,0,32,78075.5,2,1,1,472
8458,2022-08-01 09:03:57,2022-08-01 09:05:44,2022-08-01 09:05:41,2022-08-01 06:50:50,113.991531,22.599548,0,87,66159.9,2,0,1,515
8470,2022-08-01 09:05:56,2022-08-01 09:05:56,2022-08-01 09:05:56,2022-08-01 06:34:14,113.996162,22.606475,25,288,61829.0,1,1,3,94
8471,2022-08-01 09:03:28,2022-08-01 09:05:44,2022-08-01 09:05:44,2022-08-01 07:32:10,113.99752,22.610595,0,116,71511.3,1,0,1,536
18447,2022-08-01 09:05:52,2022-08-01 09:05:55,2022-08-01 09:05:52,2022-07-30 11:42:10,113.990684,22.599069,13,71,42147.5,1,0,13,361
