id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8267,2022-08-01 17:05:42,2022-08-01 17:05:48,2022-08-01 17:05:42,2022-08-01 13:20:02,113.992317,22.602941,23,222,75343.8,1,1,5,301
8335,2022-08-01 17:05:26,2022-08-01 17:05:41,2022-08-01 17:05:41,2022-08-01 16:49:22,113.998153,22.603424,0,106,65963.9,1,1,2,341
8371,2022-08-01 17:05:28,2022-08-01 17:05:46,2022-08-01 17:05:42,2022-08-01 13:48:14,113.997428,22.610771,0,324,74834.6,2,0,13,0
8458,2022-08-01 17:02:28,2022-08-01 17:05:42,2022-08-01 17:05:42,2022-08-01 17:02:28,113.997276,22.610681,0,0,66199.3,1,0,1,0
8470,2022-08-01 17:05:50,2022-08-01 17:05:50,2022-08-01 17:05:50,2022-08-01 11:30:53,113.991561,22.59967,21,37,61878.2,1,1,13,312
18447,2022-08-01 17:05:40,2022-08-01 17:05:43,2022-08-01 17:05:40,2022-08-01 12:17:12,113.993072,22.59645,23,133,42205.8,1,1,12,389
