id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8330,2022-08-01 08:02:24,2022-08-01 08:05:39,2022-08-01 08:05:39,2022-08-01 06:51:48,113.991806,22.603183,0,301,70651.1,1,1,13,177
8335,2022-08-01 08:01:52,2022-08-01 08:05:37,2022-08-01 08:05:37,2022-08-01 07:58:08,113.997528,22.61054,0,140,65910.9,1,0,1,528
8345,2022-08-01 08:05:46,2022-08-01 08:05:45,2022-08-01 08:05:46,2022-08-01 06:33:33,113.995933,22.602943,21,86,54471.6,1,0,6,186
8371,2022-08-01 08:05:45,2022-08-01 08:05:45,2022-08-01 08:05:45,2022-08-01 06:55:55,113.998199,22.609619,15,157,74758.0,1,1,1,414
8411,2022-08-01 08:03:52,2022-08-01 08:05:39,2022-08-01 08:05:38,2022-08-01 06:50:11,113.990646,22.603456,0,246,51230.0,1,1,13,134
8458,2022-08-01 08:04:55,2022-08-01 08:05:43,2022-08-01 08:05:42,2022-08-01 06:50:50,113.99739,22.610628,0,236,66148.9,1,0,1,538
8470,2022-08-01 08:05:45,2022-08-01 08:05:45,2022-08-01 08:05:45,2022-08-01 06:34:14,113.991271,22.601869,12,131,61815.2,1,1,13,87
8471,2022-08-01 08:05:44,2022-08-01 08:05:44,2022-08-01 08:05:44,2022-08-01 07:32:10,113.992042,22.60247,19,25,71506.6,1,1,13,161
18447,2022-08-01 08:02:18,2022-08-01 08:05:36,2022-08-01 08:05:33,2022-07-30 11:42:10,113.997558,22.610548,0,97,42135.6,1,0,1,0
