id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,it,route_dir,route_flag,route_sn,route_dist,route_code
8345,2022-08-02 15:10:22,2022-08-02 15:10:24,2022-08-02 15:10:22,2022-08-02 06:48:47,113.994239,22.604238,20,321,54610.1,0,2,0,10,281,201
8371,2022-08-02 15:10:25,2022-08-02 15:10:28,2022-08-02 15:10:25,2022-08-02 13:47:56,113.998077,22.609882,22,145,74917.5,0,1,1,1,432,202
8470,2022-08-02 15:10:19,2022-08-02 15:10:22,2022-08-02 15:10:19,2022-08-02 14:49:09,113.995651,22.596202,23,223,61939.6,0,1,1,9,142,201
18447,2022-08-02 15:10:24,2022-08-02 15:10:27,2022-08-02 15:10:24,2022-08-02 07:24:20,113.9915,22.59972,8,59,42286.5,0,2,0,1,508,202
