id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8267,2022-08-01 14:42:32,2022-08-01 14:42:32,2022-08-01 14:42:32,2022-08-01 13:20:02,113.998512,22.605995,24,16,75324.3,2,0,12,515
8330,2022-08-01 14:42:23,2022-08-01 14:42:26,2022-08-01 14:42:23,2022-08-01 06:51:48,113.990348,22.597225,19,158,70705.3,1,1,12,249
8345,2022-08-01 14:42:34,2022-08-01 14:42:34,2022-08-01 14:42:34,2022-08-01 06:33:33,113.997718,22.605955,20,268,54520.4,1,1,2,80
8371,2022-08-01 14:42:29,2022-08-01 14:42:32,2022-08-01 14:42:29,2022-08-01 13:48:14,113.990348,22.597814,21,4,74806.3,1,0,12,186
8421,2022-08-01 14:41:45,2022-08-01 14:42:33,2022-08-01 14:42:30,2022-08-01 14:27:31,113.997398,22.610603,0,232,65981.4,1,0,1,0
