id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 13:12:45,2022-08-01 13:12:45,2022-08-01 13:12:45,2022-08-01 11:23:38,113.996528,22.606126,15,111,66264.4,2,1,11,204
8330,2022-08-01 13:12:43,2022-08-01 13:12:46,2022-08-01 13:12:43,2022-08-01 06:51:48,113.997497,22.605993,12,290,70693.6,1,0,3,186
8335,2022-08-01 13:12:48,2022-08-01 13:12:47,2022-08-01 13:12:48,2022-08-01 10:19:13,113.990646,22.599061,22,51,65948.8,1,0,13,362
8345,2022-08-01 13:11:52,2022-08-01 13:12:39,2022-08-01 13:12:38,2022-08-01 06:33:33,113.991279,22.599382,0,122,54508.9,1,0,13,335
8365,2022-08-01 13:12:47,2022-08-01 13:12:49,2022-08-01 13:12:47,2022-08-01 06:58:33,113.990303,22.597183,20,159,59579.9,1,1,12,255
8447,2022-08-01 13:10:32,2022-08-01 13:12:35,2022-08-01 13:12:32,2022-08-01 11:23:28,113.997505,22.61054,0,61,78107.4,1,0,1,529
8458,2022-08-01 13:12:08,2022-08-01 13:12:40,2022-08-01 13:12:37,2022-08-01 06:50:50,113.991493,22.599546,0,84,66180.6,2,0,1,518
8471,2022-08-01 13:12:22,2022-08-01 13:12:40,2022-08-01 13:12:37,2022-08-01 12:39:44,113.997344,22.61063,0,217,71534.7,1,0,1,528
