id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,it,route_dir,route_flag,route_sn,route_dist,route_code
8345,2022-08-02 15:11:06,2022-08-02 15:11:09,2022-08-02 15:11:06,2022-08-02 06:48:47,113.99369,22.605508,13,75,54610.3,0,2,1,10,234,201
8371,2022-08-02 15:11:05,2022-08-02 15:11:08,2022-08-02 15:11:05,2022-08-02 13:47:56,113.99887,22.607973,23,188,74917.7,0,1,1,1,220,202
8470,2022-08-02 15:11:09,2022-08-02 15:11:11,2022-08-02 15:11:09,2022-08-02 14:49:09,113.994468,22.595903,19,334,61939.8,0,1,1,10,241,201
18447,2022-08-02 15:11:07,2022-08-02 15:11:10,2022-08-02 15:11:07,2022-08-02 07:24:20,113.991744,22.601383,22,319,42286.7,0,2,1,1,326,202
