id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist,route_code
8267,2022-08-02 14:56:35,2022-08-02 14:56:39,2022-08-02 14:56:35,2022-08-02 13:27:52,113.991714,22.601818,23,26,75424.0,2,1,2,464,201
8345,2022-08-02 14:55:51,2022-08-02 14:56:39,2022-08-02 14:56:36,2022-08-02 06:48:47,113.990608,22.603414,0,255,54607.1,1,1,13,134,201
8371,2022-08-02 14:56:36,2022-08-02 14:56:40,2022-08-02 14:56:36,2022-08-02 13:47:56,113.997863,22.598745,24,41,74914.9,2,1,5,224,201
18447,2022-08-02 14:56:29,2022-08-02 14:56:32,2022-08-02 14:56:29,2022-08-02 07:24:20,113.9971,22.603042,23,70,42283.3,1,0,7,173,201
