id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8330,2022-08-01 08:01:07,2022-08-01 08:01:07,2022-08-01 08:01:07,2022-08-01 06:51:48,113.991958,22.60007,17,21,70650.7,1,1,13,288
8335,2022-08-01 08:01:10,2022-08-01 08:01:10,2022-08-01 08:01:10,2022-08-01 07:58:08,113.997261,22.610435,8,97,65910.8,1,1,1,520
8345,2022-08-01 08:01:06,2022-08-01 08:01:06,2022-08-01 08:01:06,2022-08-01 06:33:33,113.99855,22.608819,21,154,54470.2,1,1,1,322
8371,2022-08-01 08:01:09,2022-08-01 08:01:09,2022-08-01 08:01:09,2022-08-01 06:55:55,113.998924,22.607925,25,3,74757.5,2,1,1,1060
8411,2022-08-01 08:01:04,2022-08-01 08:01:07,2022-08-01 08:01:04,2022-08-01 06:50:11,113.990386,22.598079,25,4,51229.2,1,1,12,157
8421,2022-08-01 07:57:57,2022-08-01 08:00:57,2022-08-01 08:00:57,2022-08-01 07:19:03,113.991539,22.599519,0,144,65943.0,2,0,1,522
8447,2022-08-01 08:00:18,2022-08-01 08:01:03,2022-08-01 08:01:03,2022-08-01 07:53:30,113.997329,22.610633,0,179,78070.5,1,0,1,540
8458,2022-08-01 08:01:05,2022-08-01 08:01:06,2022-08-01 08:01:05,2022-08-01 06:50:50,113.99472,22.60609,29,57,66147.8,2,1,10,108
8471,2022-08-01 08:01:07,2022-08-01 08:01:07,2022-08-01 08:01:07,2022-08-01 07:32:10,113.99353,22.605329,18,162,71505.3,1,0,5,427
18447,2022-08-01 08:01:03,2022-08-01 08:01:06,2022-08-01 08:01:03,2022-07-30 11:42:10,113.998893,22.608245,18,337,42135.3,2,1,12,309
