id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,it,route_dir,route_flag,route_sn,route_dist,route_code
8345,2022-08-02 15:10:09,2022-08-02 15:10:12,2022-08-02 15:10:09,2022-08-02 06:48:47,113.994728,22.603813,22,318,54610.1,0,2,1,9,130,201
8371,2022-08-02 15:10:19,2022-08-02 15:10:22,2022-08-02 15:10:19,2022-08-02 13:47:56,113.997863,22.610177,25,155,74917.4,0,1,1,1,468,202
8470,2022-08-02 15:10:19,2022-08-02 15:10:22,2022-08-02 15:10:19,2022-08-02 14:49:09,113.995651,22.596202,23,223,61939.6,0,1,1,9,142,201
18447,2022-08-02 15:08:44,2022-08-02 15:10:16,2022-08-02 15:10:13,2022-08-02 07:24:20,113.991447,22.599636,0,35,42286.5,0,2,0,1,522,202
