id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 08:53:01,2022-08-01 08:53:00,2022-08-01 08:53:01,2022-08-01 08:27:32,113.995468,22.603002,21,313,66232.3,2,1,9,252
8330,2022-08-01 08:52:58,2022-08-01 08:52:58,2022-08-01 08:52:58,2022-08-01 06:51:48,113.997406,22.610607,11,109,70655.9,1,0,1,535
8335,2022-08-01 08:52:54,2022-08-01 08:52:54,2022-08-01 08:52:54,2022-08-01 07:58:08,113.996475,22.605987,20,115,65917.1,2,1,1,733
8365,2022-08-01 08:52:58,2022-08-01 08:52:58,2022-08-01 08:52:58,2022-08-01 06:58:33,113.990653,22.596956,25,92,59551.5,1,1,12,271
8371,2022-08-01 08:52:55,2022-08-01 08:52:58,2022-08-01 08:52:55,2022-08-01 06:55:55,113.99945,22.59991,15,248,74769.0,1,0,9,725
8411,2022-08-01 08:52:09,2022-08-01 08:52:58,2022-08-01 08:52:55,2022-08-01 06:50:11,113.990303,22.60316,0,171,51238.9,1,1,13,104
8421,2022-08-01 08:53:00,2022-08-01 08:53:00,2022-08-01 08:53:00,2022-08-01 07:19:03,113.993461,22.603631,23,260,65950.5,1,1,5,379
8458,2022-08-01 08:51:26,2022-08-01 08:52:59,2022-08-01 08:52:57,2022-08-01 06:50:50,113.997344,22.610591,0,221,66157.8,1,0,1,534
8470,2022-08-01 08:53:03,2022-08-01 08:53:03,2022-08-01 08:53:03,2022-08-01 06:34:14,113.999206,22.599721,15,59,61825.9,2,0,6,255
18447,2022-08-01 08:52:58,2022-08-01 08:53:01,2022-08-01 08:52:58,2022-07-30 11:42:10,113.998489,22.606334,19,205,42144.4,1,0,2,158
