id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist,route_code
8267,2022-08-02 14:46:34,2022-08-02 14:46:59,2022-08-02 14:46:34,2022-08-02 13:27:52,113.991691,22.601465,24,133,75423.4,2,1,12,1164,201
8330,2022-08-02 14:48:32,2022-08-02 14:48:35,2022-08-02 14:48:32,2022-08-02 11:58:18,113.997978,22.603321,14,330,70795.9,2,1,8,207,201
8345,2022-08-02 14:48:21,2022-08-02 14:48:37,2022-08-02 14:48:34,2022-08-02 06:48:47,113.999313,22.599863,0,231,54604.9,1,0,9,711,201
8371,2022-08-02 14:46:39,2022-08-02 14:48:27,2022-08-02 14:48:24,2022-08-02 13:47:56,113.990303,22.603124,0,164,74913.0,2,0,1,0,201
8458,2022-08-02 14:48:24,2022-08-02 14:48:28,2022-08-02 14:48:24,2022-08-02 12:49:46,113.994873,22.60621,20,66,66287.0,2,1,1,590,202
18447,2022-08-02 14:47:38,2022-08-02 14:48:26,2022-08-02 14:48:23,2022-08-02 07:24:20,113.997535,22.610595,0,121,42281.6,1,0,1,533,201
