id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8330,2022-08-01 15:12:54,2022-08-01 15:13:57,2022-08-01 15:13:54,2022-08-01 06:51:48,113.996902,22.611139,0,322,70708.9,1,1,1,601
8345,2022-08-01 15:14:05,2022-08-01 15:14:05,2022-08-01 15:14:05,2022-08-01 06:33:33,113.996452,22.606214,15,284,54528.3,2,1,12,515
8371,2022-08-01 15:13:56,2022-08-01 15:14:00,2022-08-01 15:13:56,2022-08-01 13:48:14,113.993873,22.605653,24,238,74812.7,1,0,5,476
8470,2022-08-01 15:14:06,2022-08-01 15:14:06,2022-08-01 15:14:06,2022-08-01 11:30:53,113.990859,22.597032,22,261,61856.1,1,1,11,92
18447,2022-08-01 15:13:54,2022-08-01 15:13:58,2022-08-01 15:13:54,2022-08-01 12:17:12,113.994758,22.606136,22,62,42194.9,2,1,1,575
