id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 08:58:49,2022-08-01 09:00:48,2022-08-01 09:00:49,2022-08-01 08:27:32,113.997489,22.610557,0,54,66233.9,1,0,1,526
8330,2022-08-01 09:00:50,2022-08-01 09:00:49,2022-08-01 09:00:50,2022-08-01 06:51:48,113.991432,22.599544,5,67,70657.9,2,0,1,530
8335,2022-08-01 09:00:43,2022-08-01 09:00:43,2022-08-01 09:00:43,2022-08-01 07:58:08,113.998306,22.599231,15,233,65919.5,1,1,2,811
8345,2022-08-01 09:00:49,2022-08-01 09:00:49,2022-08-01 09:00:49,2022-08-01 06:33:33,113.998321,22.609352,20,162,54479.0,1,1,1,383
8365,2022-08-01 09:00:38,2022-08-01 09:00:38,2022-08-01 09:00:38,2022-08-01 06:58:33,113.995506,22.60301,20,305,59553.4,2,1,9,254
8371,2022-08-01 09:00:42,2022-08-01 09:00:45,2022-08-01 09:00:42,2022-08-01 06:55:55,113.991828,22.603187,24,307,74771.1,1,1,13,176
8411,2022-08-01 09:00:44,2022-08-01 09:00:48,2022-08-01 09:00:44,2022-08-01 06:50:11,113.995834,22.596437,23,40,51240.5,2,1,5,561
8421,2022-08-01 09:00:52,2022-08-01 09:00:52,2022-08-01 09:00:52,2022-08-01 07:19:03,113.996139,22.606241,24,109,65952.2,2,1,4,245
8458,2022-08-01 09:00:48,2022-08-01 09:00:52,2022-08-01 09:00:48,2022-08-01 06:50:50,113.994277,22.605895,24,236,66158.9,1,1,4,101
8470,2022-08-01 09:00:43,2022-08-01 09:00:43,2022-08-01 09:00:43,2022-08-01 06:34:14,113.998573,22.608762,25,337,61827.9,2,1,12,241
18447,2022-08-01 09:00:48,2022-08-01 09:00:51,2022-08-01 09:00:48,2022-07-30 11:42:10,113.996826,22.597618,13,224,42146.5,1,1,9,342
