id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8330,2022-08-01 08:30:01,2022-08-01 08:35:00,2022-08-01 08:35:00,2022-08-01 06:51:48,113.996726,22.611324,0,305,70655.8,1,0,1,0
8335,2022-08-01 08:35:08,2022-08-01 08:35:08,2022-08-01 08:35:08,2022-08-01 07:58:08,113.991294,22.599346,5,343,65915.9,1,0,13,338
8345,2022-08-01 08:35:11,2022-08-01 08:35:11,2022-08-01 08:35:11,2022-08-01 06:33:33,113.998908,22.608236,17,332,54478.5,2,1,12,310
8371,2022-08-01 08:35:04,2022-08-01 08:35:07,2022-08-01 08:35:04,2022-08-01 06:55:55,113.998146,22.60247,25,342,74764.8,2,0,8,215
8421,2022-08-01 08:35:07,2022-08-01 08:35:07,2022-08-01 08:35:07,2022-08-01 07:19:03,113.991798,22.601917,24,31,65947.3,2,0,2,282
8447,2022-08-01 08:34:58,2022-08-01 08:34:58,2022-08-01 08:34:58,2022-08-01 07:53:30,113.990364,22.597717,19,4,78074.1,1,0,12,195
8458,2022-08-01 08:32:18,2022-08-01 08:35:03,2022-08-01 08:35:03,2022-08-01 06:50:50,113.990547,22.603454,0,261,66153.3,1,1,13,136
8470,2022-08-01 08:35:11,2022-08-01 08:35:11,2022-08-01 08:35:11,2022-08-01 06:34:14,113.998611,22.601427,24,166,61821.4,1,1,8,189
8471,2022-08-01 08:35:11,2022-08-01 08:35:11,2022-08-01 08:35:11,2022-08-01 07:32:10,113.990943,22.597043,24,76,71507.8,2,1,3,152
18447,2022-08-01 08:34:56,2022-08-01 08:34:59,2022-08-01 08:34:56,2022-07-30 11:42:10,113.994041,22.60441,12,133,42141.0,1,1,5,447
