id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 08:54:56,2022-08-01 08:54:55,2022-08-01 08:54:56,2022-08-01 08:27:32,113.995117,22.606237,19,71,66232.9,2,0,11,297
8330,2022-08-01 08:55:02,2022-08-01 08:55:02,2022-08-01 08:55:02,2022-08-01 06:51:48,113.998786,22.607368,24,186,70656.3,1,1,1,151
8335,2022-08-01 08:55:01,2022-08-01 08:55:01,2022-08-01 08:55:01,2022-08-01 07:58:08,113.998313,22.60939,22,341,65917.8,2,1,1,1093
8345,2022-08-01 08:53:55,2022-08-01 08:54:54,2022-08-01 08:54:55,2022-08-01 06:33:33,113.997489,22.610601,0,104,54478.8,1,0,1,0
8365,2022-08-01 08:54:52,2022-08-01 08:54:52,2022-08-01 08:54:52,2022-08-01 06:58:33,113.994689,22.595693,9,75,59552.0,2,0,5,706
8371,2022-08-01 08:55:00,2022-08-01 08:55:03,2022-08-01 08:55:00,2022-08-01 06:55:55,113.994827,22.595714,22,242,74769.7,1,0,10,285
8411,2022-08-01 08:52:09,2022-08-01 08:54:58,2022-08-01 08:54:54,2022-08-01 06:50:11,113.990303,22.603172,0,171,51238.9,1,1,13,104
8421,2022-08-01 08:55:03,2022-08-01 08:55:03,2022-08-01 08:55:03,2022-08-01 07:19:03,113.9915,22.599536,4,129,65951.1,2,0,1,525
8458,2022-08-01 08:51:26,2022-08-01 08:54:59,2022-08-01 08:54:58,2022-08-01 06:50:50,113.997352,22.610603,0,221,66157.8,1,0,1,534
8470,2022-08-01 08:54:54,2022-08-01 08:54:54,2022-08-01 08:54:54,2022-08-01 06:34:14,113.9981,22.602611,18,349,61826.3,2,0,8,218
18447,2022-08-01 08:54:37,2022-08-01 08:54:55,2022-08-01 08:54:52,2022-07-30 11:42:10,113.995254,22.606502,0,212,42144.8,1,0,4,248
