id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 17:19:25,2022-08-01 17:23:09,2022-08-01 17:23:10,2022-08-01 17:19:15,113.996849,22.611373,0,240,66273.4,1,0,1,0
8267,2022-08-01 17:23:11,2022-08-01 17:23:18,2022-08-01 17:23:11,2022-08-01 13:20:02,113.995811,22.606607,15,283,75347.1,1,0,4,227
8345,2022-08-01 17:23:21,2022-08-01 17:23:21,2022-08-01 17:23:21,2022-08-01 06:33:33,113.990631,22.597023,20,94,54537.2,1,1,12,264
8371,2022-08-01 17:23:17,2022-08-01 17:23:20,2022-08-01 17:23:17,2022-08-01 13:48:14,113.999488,22.599931,14,251,74836.9,1,0,9,729
8421,2022-08-01 17:23:14,2022-08-01 17:23:18,2022-08-01 17:23:14,2022-08-01 14:27:31,113.994438,22.605869,22,56,65993.4,2,1,2,530
8458,2022-08-01 17:23:18,2022-08-01 17:23:17,2022-08-01 17:23:18,2022-08-01 17:02:28,113.990463,22.597141,20,311,66202.8,1,0,12,203
8470,2022-08-01 17:23:17,2022-08-01 17:23:17,2022-08-01 17:23:17,2022-08-01 11:30:53,113.996765,22.605995,21,114,61882.4,2,1,11,179
