id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8335,2022-08-01 08:35:08,2022-08-01 08:36:08,2022-08-01 08:36:08,2022-08-01 07:58:08,113.991279,22.599369,0,343,65915.9,1,0,13,338
8345,2022-08-01 08:36:10,2022-08-01 08:36:09,2022-08-01 08:36:10,2022-08-01 06:33:33,113.99752,22.610696,5,323,54478.8,2,0,13,0
8371,2022-08-01 08:36:02,2022-08-01 08:36:05,2022-08-01 08:36:02,2022-08-01 06:55:55,113.996276,22.602931,21,267,74765.1,2,0,9,321
8411,2022-08-01 08:36:10,2022-08-01 08:36:13,2022-08-01 08:36:10,2022-08-01 06:50:11,113.998893,22.608123,14,195,51234.8,1,1,1,249
8421,2022-08-01 08:36:09,2022-08-01 08:36:09,2022-08-01 08:36:09,2022-08-01 07:19:03,113.994003,22.603799,23,22,65947.7,2,1,2,424
8447,2022-08-01 08:35:53,2022-08-01 08:36:03,2022-08-01 08:36:03,2022-08-01 07:53:30,113.991165,22.599323,0,55,78074.3,1,0,13,338
8458,2022-08-01 08:35:21,2022-08-01 08:36:06,2022-08-01 08:36:05,2022-08-01 06:50:50,113.990196,22.60316,0,168,66153.4,1,1,13,114
8470,2022-08-01 08:36:09,2022-08-01 08:36:09,2022-08-01 08:36:09,2022-08-01 06:34:14,113.999099,22.59976,10,237,61821.6,1,1,9,685
8471,2022-08-01 08:36:12,2022-08-01 08:36:12,2022-08-01 08:36:12,2022-08-01 07:32:10,113.993644,22.596057,24,105,71508.2,2,1,4,113
18447,2022-08-01 08:35:56,2022-08-01 08:35:59,2022-08-01 08:35:56,2022-07-30 11:42:10,113.993011,22.603454,23,224,42141.2,1,1,5,332
