id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,it,route_dir,route_flag,route_sn,route_dist,route_code
8345,2022-08-02 15:11:06,2022-08-02 15:11:09,2022-08-02 15:11:06,2022-08-02 06:48:47,113.99369,22.605508,13,75,54610.3,0,2,1,10,234,201
8371,2022-08-02 15:11:13,2022-08-02 15:11:16,2022-08-02 15:11:13,2022-08-02 13:47:56,113.998794,22.607492,24,189,74917.8,0,1,1,1,164,202
8470,2022-08-02 15:11:13,2022-08-02 15:11:15,2022-08-02 15:11:13,2022-08-02 14:49:09,113.994369,22.596059,18,307,61939.8,0,1,1,10,223,201
18447,2022-08-02 15:11:13,2022-08-02 15:11:16,2022-08-02 15:11:13,2022-08-02 07:24:20,113.991561,22.601583,14,353,42286.8,0,2,1,1,297,202
