id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8330,2022-08-01 08:23:24,2022-08-01 08:23:24,2022-08-01 08:23:24,2022-08-01 06:51:48,113.997779,22.603326,18,236,70653.9,2,1,8,186
8335,2022-08-01 08:23:20,2022-08-01 08:23:19,2022-08-01 08:23:20,2022-08-01 07:58:08,113.990364,22.597368,17,3,65914.4,1,0,12,233
8345,2022-08-01 08:23:15,2022-08-01 08:23:15,2022-08-01 08:23:15,2022-08-01 06:33:33,113.990379,22.597145,15,135,54475.3,1,1,12,257
8371,2022-08-01 08:20:00,2022-08-01 08:23:15,2022-08-01 08:23:15,2022-08-01 06:55:55,113.990669,22.603351,0,272,74762.3,2,0,1,0
8411,2022-08-01 08:23:27,2022-08-01 08:23:27,2022-08-01 08:23:27,2022-08-01 06:50:11,113.998931,22.608255,22,338,51234.1,2,1,12,309
8421,2022-08-01 08:19:32,2022-08-01 08:23:17,2022-08-01 08:23:17,2022-08-01 07:19:03,113.997505,22.610576,0,55,65945.0,1,0,1,0
8447,2022-08-01 08:23:22,2022-08-01 08:23:22,2022-08-01 08:23:22,2022-08-01 07:53:30,113.996978,22.606138,19,280,78071.3,1,0,3,187
8458,2022-08-01 08:23:26,2022-08-01 08:23:25,2022-08-01 08:23:26,2022-08-01 06:50:50,113.999137,22.599748,14,232,66151.2,1,1,9,688
8470,2022-08-01 08:20:28,2022-08-01 08:23:13,2022-08-01 08:23:13,2022-08-01 06:34:14,113.997406,22.61054,0,101,61819.3,1,0,1,529
18447,2022-08-01 08:23:23,2022-08-01 08:23:26,2022-08-01 08:23:23,2022-07-30 11:42:10,113.991584,22.601545,17,336,42137.9,2,1,1,302
