id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8330,2022-08-01 09:06:14,2022-08-01 09:06:14,2022-08-01 09:06:14,2022-08-01 06:51:48,113.993675,22.605535,13,83,70658.8,2,1,1,441
8335,2022-08-01 09:02:47,2022-08-01 09:06:02,2022-08-01 09:06:02,2022-08-01 07:58:08,113.994514,22.59572,0,9,65920.1,1,1,2,1224
8345,2022-08-01 09:06:11,2022-08-01 09:06:11,2022-08-01 09:06:11,2022-08-01 06:33:33,113.996452,22.602926,21,86,54480.4,1,1,6,131
8365,2022-08-01 09:06:12,2022-08-01 09:06:12,2022-08-01 09:06:12,2022-08-01 06:58:33,113.997421,22.610738,6,210,59555.0,1,0,1,551
8371,2022-08-01 09:06:11,2022-08-01 09:06:14,2022-08-01 09:06:11,2022-08-01 06:55:55,113.991989,22.600299,25,195,74771.7,2,1,1,119
8411,2022-08-01 09:06:03,2022-08-01 09:06:06,2022-08-01 09:06:03,2022-08-01 06:50:11,113.993812,22.604991,9,334,51242.0,2,1,10,255
8421,2022-08-01 09:03:41,2022-08-01 09:06:11,2022-08-01 09:06:11,2022-08-01 07:19:03,113.997314,22.610666,0,209,65953.1,1,0,1,526
8447,2022-08-01 09:04:52,2022-08-01 09:06:06,2022-08-01 09:06:07,2022-08-01 09:01:42,113.991661,22.603483,0,32,78075.5,2,1,1,472
8458,2022-08-01 09:03:57,2022-08-01 09:06:14,2022-08-01 09:06:11,2022-08-01 06:50:50,113.991523,22.59955,0,87,66159.9,2,0,1,515
8470,2022-08-01 09:06:13,2022-08-01 09:06:14,2022-08-01 09:06:13,2022-08-01 06:34:14,113.995315,22.606609,14,188,61829.1,1,0,4,260
8471,2022-08-01 09:06:13,2022-08-01 09:06:13,2022-08-01 09:06:13,2022-08-01 07:32:10,113.997558,22.610588,5,95,71511.3,1,0,1,531
18447,2022-08-01 09:05:56,2022-08-01 09:06:13,2022-08-01 09:06:10,2022-07-30 11:42:10,113.991104,22.59933,0,36,42147.6,1,0,13,336
