id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 12:19:21,2022-08-01 12:19:21,2022-08-01 12:19:21,2022-08-01 11:23:38,113.990211,22.603313,14,165,66252.0,1,1,13,129
8330,2022-08-01 12:19:13,2022-08-01 12:19:18,2022-08-01 12:19:13,2022-08-01 06:51:48,113.996376,22.606166,17,112,70685.0,2,1,1,731
8345,2022-08-01 12:19:22,2022-08-01 12:19:22,2022-08-01 12:19:22,2022-08-01 06:33:33,113.991157,22.599393,9,297,54501.7,1,1,13,330
8365,2022-08-01 12:19:01,2022-08-01 12:19:18,2022-08-01 12:19:16,2022-08-01 06:58:33,113.99929,22.599884,0,238,59567.9,1,0,9,709
8371,2022-08-01 12:19:11,2022-08-01 12:19:14,2022-08-01 12:19:11,2022-08-01 06:55:55,113.998207,22.603294,0,42,74797.3,1,1,2,359
8447,2022-08-01 12:19:14,2022-08-01 12:19:21,2022-08-01 12:19:21,2022-08-01 11:23:28,113.998359,22.602039,0,332,78095.9,2,0,7,109
8458,2022-08-01 12:14:35,2022-08-01 12:19:23,2022-08-01 12:19:20,2022-08-01 06:50:50,113.99736,22.61063,0,233,66178.6,1,0,1,0
8470,2022-08-01 12:19:09,2022-08-01 12:19:23,2022-08-01 12:19:24,2022-08-01 11:30:53,113.995292,22.606506,0,192,61842.3,1,0,4,231
18447,2022-08-01 12:17:12,2022-08-01 12:19:12,2022-08-01 12:19:11,2022-08-01 12:17:12,113.998146,22.603326,0,0,42179.9,1,1,2,145
