id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 12:55:16,2022-08-01 12:55:16,2022-08-01 12:55:16,2022-08-01 11:23:38,113.991981,22.602447,18,23,66260.6,1,1,13,154
8330,2022-08-01 12:55:08,2022-08-01 12:55:11,2022-08-01 12:55:08,2022-08-01 06:51:48,113.998451,22.605949,19,28,70692.3,2,1,1,931
8335,2022-08-01 12:55:00,2022-08-01 12:55:16,2022-08-01 12:55:15,2022-08-01 10:19:13,113.997497,22.610538,0,61,65945.1,1,0,1,527
8345,2022-08-01 12:55:15,2022-08-01 12:55:16,2022-08-01 12:55:15,2022-08-01 06:33:33,113.998077,22.609874,18,148,54503.9,1,1,1,443
8365,2022-08-01 12:55:11,2022-08-01 12:55:14,2022-08-01 12:55:11,2022-08-01 06:58:33,113.995513,22.602943,20,104,59576.1,1,0,6,229
8411,2022-08-01 12:52:12,2022-08-01 12:55:08,2022-08-01 12:55:08,2022-08-01 12:52:12,113.996795,22.611354,0,0,51277.0,1,0,1,0
8421,2022-08-01 12:55:09,2022-08-01 12:55:12,2022-08-01 12:55:09,2022-08-01 07:19:03,113.997467,22.610687,4,305,65978.0,1,0,1,532
8447,2022-08-01 12:55:03,2022-08-01 12:55:03,2022-08-01 12:55:03,2022-08-01 11:23:28,113.990264,22.603166,5,206,78103.1,2,1,1,443
8470,2022-08-01 12:54:52,2022-08-01 12:55:06,2022-08-01 12:55:06,2022-08-01 11:30:53,113.996192,22.602954,0,268,61850.8,2,0,9,313
8471,2022-08-01 12:51:56,2022-08-01 12:55:14,2022-08-01 12:55:11,2022-08-01 12:39:44,113.991539,22.599534,0,134,71532.7,2,0,1,524
