id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 12:06:13,2022-08-01 12:07:28,2022-08-01 12:07:28,2022-08-01 11:23:38,113.991737,22.603279,0,307,66251.9,1,1,13,175
8330,2022-08-01 12:07:38,2022-08-01 12:07:41,2022-08-01 12:07:38,2022-08-01 06:51:48,113.998115,22.606018,13,285,70682.4,1,0,2,123
8335,2022-08-01 12:07:37,2022-08-01 12:07:37,2022-08-01 12:07:37,2022-08-01 10:19:13,113.994071,22.603748,23,24,65934.8,2,1,1,431
8345,2022-08-01 12:07:22,2022-08-01 12:07:38,2022-08-01 12:07:36,2022-08-01 06:33:33,113.997673,22.603258,0,77,54498.5,1,0,7,184
8365,2022-08-01 12:02:47,2022-08-01 12:07:32,2022-08-01 12:07:30,2022-08-01 06:58:33,113.997497,22.61054,0,62,59565.7,1,0,1,529
8458,2022-08-01 12:07:39,2022-08-01 12:07:42,2022-08-01 12:07:39,2022-08-01 06:50:50,113.998832,22.600881,18,341,66176.5,2,1,6,117
