id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 08:58:49,2022-08-01 09:01:18,2022-08-01 09:01:19,2022-08-01 08:27:32,113.997482,22.610555,0,54,66233.9,1,0,1,526
8330,2022-08-01 09:00:50,2022-08-01 09:01:19,2022-08-01 09:01:19,2022-08-01 06:51:48,113.991523,22.599536,0,79,70657.9,2,0,1,521
8335,2022-08-01 09:01:28,2022-08-01 09:01:28,2022-08-01 09:01:28,2022-08-01 07:58:08,113.997093,22.597927,12,212,65919.7,1,1,2,949
8345,2022-08-01 09:01:27,2022-08-01 09:01:27,2022-08-01 09:01:27,2022-08-01 06:33:33,113.998794,22.607402,22,187,54479.2,1,1,1,166
8365,2022-08-01 09:01:27,2022-08-01 09:01:26,2022-08-01 09:01:27,2022-08-01 06:58:33,113.993812,22.604986,14,334,59553.7,2,1,10,255
8371,2022-08-01 09:01:01,2022-08-01 09:01:26,2022-08-01 09:01:22,2022-08-01 06:55:55,113.990676,22.60345,0,267,74771.2,2,0,1,0
8411,2022-08-01 09:01:22,2022-08-01 09:01:25,2022-08-01 09:01:22,2022-08-01 06:50:11,113.9971,22.597818,23,41,51240.7,2,1,5,355
8421,2022-08-01 09:01:27,2022-08-01 09:01:27,2022-08-01 09:01:27,2022-08-01 07:19:03,113.998085,22.605842,20,57,65952.5,2,0,5,557
8458,2022-08-01 09:01:14,2022-08-01 09:01:17,2022-08-01 09:01:14,2022-08-01 06:50:50,113.993713,22.60493,22,152,66159.0,1,1,5,428
8470,2022-08-01 09:01:28,2022-08-01 09:01:28,2022-08-01 09:01:28,2022-08-01 06:34:14,113.99736,22.610759,7,214,61828.1,2,0,13,0
18447,2022-08-01 09:01:20,2022-08-01 09:01:23,2022-08-01 09:01:20,2022-07-30 11:42:10,113.995605,22.59624,23,217,42146.7,1,1,9,141
