id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,route_dir,route_flag,route_sn,route_dist
8147,2022-08-01 11:33:21,2022-08-01 11:33:21,2022-08-01 11:33:21,2022-08-01 11:23:38,113.990592,22.597023,18,97,66244.1,2,1,3,189
8335,2022-08-01 11:33:22,2022-08-01 11:33:22,2022-08-01 11:33:22,2022-08-01 10:19:13,113.99617,22.606555,16,288,65928.8,1,1,3,97
8411,2022-08-01 11:33:22,2022-08-01 11:33:26,2022-08-01 11:33:22,2022-08-01 06:50:11,113.991806,22.601305,23,326,51272.1,1,1,13,169
8421,2022-08-01 11:32:31,2022-08-01 11:33:16,2022-08-01 11:33:16,2022-08-01 07:19:03,113.996894,22.611135,0,322,65977.9,1,0,1,0
8447,2022-08-01 11:29:05,2022-08-01 11:33:20,2022-08-01 11:33:20,2022-08-01 11:23:28,113.991477,22.599569,0,85,78086.9,2,0,2,266
8470,2022-08-01 11:30:53,2022-08-01 11:33:23,2022-08-01 11:33:23,2022-08-01 11:30:53,113.997367,22.610673,0,222,61841.3,1,0,1,538
